_id,_infoText,_detailText,_masterReleaseLabelId
4110027,Yohane the Parhelion: The Story of the Sound of Heart Commemorative Scout,"All members in the Yohane the Parhelion: The Story of the Sound of Heart Commemorative Scout are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Yohane the Parhelion] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223121402
4110028,1st-Years Only! Spotlight Scout,"All members in 1st-Years Only! Spotlight Scout are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [1st-Years Spotlight] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223111702
4110029,2nd-Years Only! Spotlight Scout,"All members in 2nd-Years Only! Spotlight Scout are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [2nd-Years Spotlight] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223112404
4110030,3rd-Years Only! Spotlight Scout,"All members in the 3rd-Years Only! Spotlight Scout are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [3rd-Years Spotlight] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223120103
4110031,IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Aqours,"All members of the IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Aqours are members of Aqours of rarities R and above.<br>A 10x Scount can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20",223120907
4110032,IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Nijigasaki,"All members of the IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Nijigasaki are members of Nijigasaki High School Idol Club of rarities R and above.<br>A 10x Scount can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20",223120908
4110033,IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Liella!,"All members of the IJIGEN FES THE IDOLM@STER LOVE LIVE! Commemorative Scout: Liella! are members of Liella! of rarities R and above.<br>A 10x Scount can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20",223120909
4110034,Up to 240 Free Scouts! New Year's Scout,"The Up to 240 Free Scouts! New Year's Scout can be performed up to three times each day, up to 24 times during the campaign.<br>Members in this Scout are of rarities R and above.<br><br>10 Scouts can be performed for free and guarantees at least one member of rarity SR or above.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [New Year's Scout] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223122604
4110035,Guaranteed UR! New Year's Scout,"The Guaranteed UR! New Year's Scout can be performed by using 3,000 Paid Love Gems and guarantees at least one UR member.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [New Year's Scout] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223122604
4110036,New Year's First Dream Scout,"All members in New Year's First Dream Scout are of rarities R and above.<br>A 10x Scout can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [New Year's Celebration] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224010105
4110037,Guaranteed UR! New Year's First Dream Scout,"The Guaranteed UR! New Year's First Dream Scout can be performed by using 3,000 Paid Love Gems and guarantees at least one UR member.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [New Year's Celebration] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224010105
4110038,Love Song Carnival Scouting,"All members in Love Song Carnival Scouting are members in Nijigasaki of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Love Song Carnival] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224011304
4110039,School Idol Festival 2 Super Thanks Scouting: μ's,"All members in School Idol Festival 2 Super Thanks Scouting: μ's are members in μ's of rarities R and above.<br>10 scouts in School Idol Festival 2 Super Thanks Scouting: μ's can be performed using a 10x Scout Ticket (School Idol Festival 2 Super Thanks).<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Super Thanks] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224030109
4110040,School Idol Festival 2 Super Thanks Scouting: Aqours,"All members in School Idol Festival 2 Super Thanks Scouting: Aqours are members in Aqours of rarities R and above.<br>10 scouts in School Idol Festival 2 Super Thanks Scouting: Aqours can be performed using a 10x Scout Ticket (School Idol Festival 2 Super Thanks).<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Super Thanks] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224030109
4110041,School Idol Festival 2 Super Thanks Scouting: Nijigasaki,"All members in School Idol Festival 2 Super Thanks Scouting: Nijigasaki are members in Nijigasaki of rarities R and above.<br>10 scouts in School Idol Festival 2 Super Thanks Scouting: Nijigasaki can be performed using a 10x Scout Ticket (School Idol Festival 2 Super Thanks).<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Super Thanks] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224030109
4110042,School Idol Festival 2 Super Thanks Scouting: Liella!,"All members in School Idol Festival 2 Super Thanks Scouting: Liella! are members in Liella! of rarities R and above.<br>10 scouts in School Idol Festival 2 Super Thanks Scouting: Liella! can be performed using a 10x Scout Ticket (School Idol Festival 2 Super Thanks).<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Super Thanks] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224030109
4110043,Special Scout,"Special Scout will always feature R or higher club members.<br>1 time Scouting can be carried out with 300 Love Gems.<br>10 times Scouting can be carried out with 3000 Love Gems, and at least one member of SR or above will definitely join.<br>1 time Paid Scouting can be carried out only once a day with 150 paid Love Gems.<br>10 times Paid Scoutings can be carried out only once during the period with 2000 paid Love Gems.<br><br>If a member who has already joined the club appears, it will be automatically converted to a Light Stick.<br>*Converted Light Sticks will be added directly without going through presents.<br>*If you have reached the possession limit for Light Sticks, you will receive them as a present.<br>*The amount of Light Sticks obtained varies depending on the rarity of the member.<br>・UR: 500 pieces<br>・SR: 50 pieces<br>・R: 20 pieces<br>In addition, you will receive Scout Points [Special Scouting] depending on the number of club members who appear.<br>The acquired Scout Points can be exchanged for members, items, etc. at the exchange office.<br><br>Scout Points that are not exchanged will be automatically converted to Skill Notebook (Medium) at the end of this Scouting.<br>*The converted Skill Notebook (medium) will be added directly without going through the present.<br>*If you have reached the Skill Notebook (medium) possession limit, you will receive it as a present.",224031602
4110044,School Idols Thanksgiving Gather Everyone Scout,"In the School Idols Thanksgiving Gather Everyone Scout, members of R or higher will always appear.10 times Scout can be carried out with 3000 Love Gems.<br>10 times Paid Scout can be carried out only once during the period with 3000 paid Love Gems<br>1 time Paid Scout can be carried out up to 3 times a day with 50 paid Love Gems.<br><br>If a member who has already joined the club appears, it will be automatically converted to a Light Stick.<br>*Converted Light Sticks will be added directly without going through presents.<br>*If you have reached the possession limit for Light Sticks, you will receive them as a present.<br>*The amount of Light Sticks obtained varies depending on the rarity of the member.<br>・UR: 500 pieces<br>・SR: 50 pieces<br>・R: 20 pieces",224032003
5110001,All Members Step-Up Scout,"The All Members Step-Up Scout gets better with every STEP.<br>Every Scoutable member of each rarity (R, SR, and UR) can appear.<br>Each STEP is a 10x Scout; the Loveca cost and the guaranteed slot change per STEP.<br>- STEP 1: 500 Loveca (1 SR or higher guaranteed)<br>- STEP 2: 1,000 Loveca (1 SR or higher guaranteed, UR rate up)<br>- STEP 3: 1,500 Loveca (1 SR or higher guaranteed, UR rate up)<br>- STEP 4: 2,000 Loveca (1 SR or higher guaranteed, UR rate way up)<br>- STEP 5: 2,500 Loveca (1 UR Member guaranteed!)<br><br>After STEP 5, the ladder returns to STEP 1 and can be repeated.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20",1
7110002,SIF Data Link Bonus Ticket Scout,"All Members in the SIF Data Link Bonus Ticket Scout are of rarities R and above.<br>10 Scouts can be performed by using a 10x Scout Ticket [SIF Data Link Bonus] and guarantees at least one Member of rarity SR or above.<br><br>If a Member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to your Present Box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the Present Box.<br>*The number of Light Sticks obtained will depend on the rarity of the Member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Release Celebration] according to the number of Members that appear.<br>Scout Points obtained can be exchanged for Members, items, and more at the exchange shop.",223043003
7110003,SIFAS Data Link Bonus Ticket Scout,"All Members in the SIFAS Data Link Bonus Ticket Scout are of rarities R and above.<br>10 Scouts can be performed by using a 10x Scout Ticket [SIFAS Data Link Bonus] and guarantees at least one Member of rarity SR or above.<br><br>If a Member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to your Present Box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the Present Box.<br>*The number of Light Sticks obtained will depend on the rarity of the Member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Release Celebration] according to the number of Members that appear.<br>Scout Points obtained can be exchanged for Members, items, and more at the exchange shop.",223071202
8110001,Item Scout,"You can perform an Item Scout once each day.<br>Item Scouts are reset at midnight every day.<br><br>In Item Scout, you can obtain ten of the following items at random:<br>- Light Sticks x10<br>- LP Candy (S) x1<br>- Lesson Notebooks (S) x20<br>- Lesson Notebooks (M) x8<br>- Lesson Notebook (L) x1<br>- Skill Notebooks (S) x18<br>- Skill Notebooks (M) x3<br>- 35,000 Gold",1
8110002,Item Scout,"You can perform an Item Scout once each day.<br>Item Scouts are reset at midnight every day.<br><br>In Item Scout, you can obtain ten of the following items at random:<br>- Light Sticks x10<br>- LP Candy (S) x1<br>- Lesson Notebooks (S) x20<br>- Lesson Notebooks (M) x8<br>- Lesson Notebook (L) x1<br>- Skill Notebooks (S) x18<br>- Skill Notebooks (M) x3<br>- 35,000 Gold",223101604
8110004,Item Scout,"You can perform an Item Scout once each day.<br>Item Scouts are reset at midnight every day.<br><br>In Item Scout, you can obtain ten of the following items at random:<br>- Light Sticks x10<br>- LP Candy (S) x1<br>- Lesson Notebooks (S) x20<br>- Lesson Notebooks (M) x8<br>- Lesson Notebook (L) x1<br>- Skill Notebooks (S) x18<br>- Skill Notebooks (M) x3<br>- 35,000 Gold",224010108
8110005,Item Scout,"You can perform an Item Scout once each day.<br>Item Scouts are reset at midnight every day.<br><br>In Item Scout, you can obtain ten of the following items at random:<br>- Light Sticks x10<br>- LP Candy (S) x1<br>- Lesson Notebooks (S) x20<br>- Lesson Notebooks (M) x8<br>- Lesson Notebook (L) x1<br>- Skill Notebooks (S) x18<br>- Skill Notebooks (M) x3<br>- 35,000 Gold",224020106
8110006,Item Scout,"You can perform an Item Scout once each day.<br>Item Scouts are reset at midnight every day.<br><br>In Item Scout, you can obtain ten of the following items at random:<br>- Light Sticks x10<br>- LP Candy (S) x1<br>- Lesson Notebooks (S) x20<br>- Lesson Notebooks (M) x8<br>- Lesson Notebook (L) x1<br>- Skill Notebooks (S) x18<br>- Skill Notebooks (M) x3<br>- 35,000 Gold",224030121
9110001,Tutorial Scout: Honoka Kosaka,"All members in Tutorial Scout: Honoka Kosaka are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Honoka Kosaka: Blossoms in Bloom.",1
9110002,Tutorial Scout: Eli Ayase,"All members in Tutorial Scout: Eli Ayase are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Eli Ayase: Evening Student Council Room.",1
9110003,Tutorial Scout: Kotori Minami,"All members in Tutorial Scout: Kotori Minami are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Kotori Minami: Welcome!.",1
9110004,Tutorial Scout: Umi Sonoda,"All members in Tutorial Scout: Umi Sonoda are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Umi Sonoda: To Enlightenment.",1
9110005,Tutorial Scout: Rin Hoshizora,"All members in Tutorial Scout: Rin Hoshizora are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Rin Hoshizora: Dazzling Rooftop.",1
9110006,Tutorial Scout: Maki Nishikino,"All members in Tutorial Scout: Maki Nishikino are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Maki Nishikino: Smartphone Shyness.",1
9110007,Tutorial Scout: Nozomi Tojo,"All members in Tutorial Scout: Nozomi Tojo are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Nozomi Tojo: Rain of Light.",1
9110008,Tutorial Scout: Hanayo Koizumi,"All members in Tutorial Scout: Hanayo Koizumi are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Hanayo Koizumi: Feelings for µ's.",1
9110009,Tutorial Scout: Nico Yazawa,"All members in Tutorial Scout: Nico Yazawa are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Nico Yazawa: A Welcome Lecture.",1
9110010,Tutorial Scout: Chika Takami,"All members in Tutorial Scout: Chika Takami are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Chika Takami: Post-Practice Walk & Talk.",1
9110011,Tutorial Scout: Riko Sakurauchi,"All members in Tutorial Scout: Riko Sakurauchi are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Riko Sakurauchi: Trio's Melody.",1
9110012,Tutorial Scout: Kanan Matsuura,"All members in Tutorial Scout: Kanan Matsuura are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Kanan Matsuura: Sea Breeze's Kiss.",1
9110013,Tutorial Scout: Dia Kurosawa,"All members in Tutorial Scout: Dia Kurosawa are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Dia Kurosawa: Sister's Routine.",1
9110014,Tutorial Scout: You Watanabe,"All members in Tutorial Scout: You Watanabe are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, You Watanabe: Sparkling Water.",1
9110015,Tutorial Scout: Yoshiko Tsushima,"All members in Tutorial Scout: Yoshiko Tsushima are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Yoshiko Tsushima: Fallen Angel R-P-S.",1
9110016,Tutorial Scout: Hanamaru Kunikida,"All members in Tutorial Scout: Hanamaru Kunikida are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Hanamaru Kunikida: After Lunch.",1
9110017,Tutorial Scout: Mari Ohara,"All members in Tutorial Scout: Mari Ohara are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Mari Ohara: So Picturesque.",1
9110018,Tutorial Scout: Ruby Kurosawa,"All members in Tutorial Scout: Ruby Kurosawa are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Ruby Kurosawa: Sleepyhead.",1
9110019,Tutorial Scout: Ayumu Uehara,"All members in Tutorial Scout: Ayumu Uehara are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Ayumu Uehara: Right Next to You.",1
9110020,Tutorial Scout: Kasumi Nakasu,"All members in Tutorial Scout: Kasumi Nakasu are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Kasumi Nakasu: Rainbow Bread Roll.",1
9110021,Tutorial Scout: Shizuku Osaka,"All members in Tutorial Scout: Shizuku Osaka are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Shizuku Osaka: My True Self.",1
9110022,Tutorial Scout: Karin Asaka,"All members in Tutorial Scout: Karin Asaka are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Karin Asaka: In Pursuit of Quality.",1
9110023,Tutorial Scout: Ai Miyashita,"All members in Tutorial Scout: Ai Miyashita are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Ai Miyashita: A Change of Pace.",1
9110024,Tutorial Scout: Kanata Konoe,"All members in Tutorial Scout: Kanata Konoe are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Kanata Konoe: Sisterly Meal.",1
9110025,Tutorial Scout: Setsuna Yuki,"All members in Tutorial Scout: Setsuna Yuki are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Setsuna Yuki: Professing My Love!.",1
9110026,Tutorial Scout: Emma Verde,"All members in Tutorial Scout: Emma Verde are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Emma Verde: Gentle Sunshine Filter In.",1
9110027,Tutorial Scout: Rina Tennoji,"All members in Tutorial Scout: Rina Tennoji are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Rina Tennoji: Cat-Walker Extraordinaire.",1
9110028,Tutorial Scout: Shioriko Mifune,"All members in Tutorial Scout: Shioriko Mifune are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Shioriko Mifune: Diligence!.",1
9110029,Tutorial Scout: Mia Taylor,"All members in Tutorial Scout: Mia Taylor are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Mia Taylor: All-Out Composing.",1
9110030,Tutorial Scout: Lanzhu Zhong,"All members in Tutorial Scout: Lanzhu Zhong are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Lanzhu Zhong: Friends and Rivals.",1
9110031,Tutorial Scout: Kanon Shibuya,"All members in Tutorial Scout: Kanon Shibuya are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Kanon Shibuya: Heartfelt Feelings.",1
9110032,Tutorial Scout: Keke Tang,"All members in Tutorial Scout: Keke Tang are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Keke Tang: Costume Stylist.",1
9110033,Tutorial Scout: Chisato Arashi,"All members in Tutorial Scout: Chisato Arashi are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Chisato Arashi: Veteran Steps.",1
9110034,Tutorial Scout: Sumire Heanna,"All members in Tutorial Scout: Sumire Heanna are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Sumire Heanna: Two Armfuls.",1
9110035,Tutorial Scout: Ren Hazuki,"All members in Tutorial Scout: Ren Hazuki are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Ren Hazuki: Mother's Yuigaoka.",1
9110036,Tutorial Scout: Kinako Sakurakoji,"All members in Tutorial Scout: Kinako Sakurakoji are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Kinako Sakurakoji: 230m above Ground.",1
9110037,Tutorial Scout: Mei Yoneme,"All members in Tutorial Scout: Mei Yoneme are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Mei Yoneme: Almost Complete.",1
9110038,Tutorial Scout: Shiki Wakana,"All members in Tutorial Scout: Shiki Wakana are of rarities R and above.<br>10 Scouts can be performed for free with a guaranteed UR member, Shiki Wakana: After School Science.",1
