_id,_masterCharacterId,_name,_type,_masterSkillCenterId,_masterSkillId,_rarity,_hp,_smile,_cool,_pure,_illustId,_evolveIllustId,_masterCardLevelId,_uniqueBackgroundFileName,_evolveUniqueBackgroundFileName,_getCategory,_masterCardSysVoiceId,_albumUnitMId,_priority,_nameEn,_masterReleaseLabelId
110070117,2007,みんなの願い,1,100001,110070117,3,4,4880,3750,4210,11007_0117_00,11007_0117_01,3,,,0,0,0,0,Everyone's Wish,1
110090118,2009,はじまりの歌,2,200001,110090118,3,4,3180,4790,4890,11009_0118_00,11009_0118_01,3,,,0,0,0,0,Opening Song,1
110070118,2007,もっと伝えたいから,3,300006,110070118,2,3,4390,5180,3380,11007_0118_00,11007_0118_01,2,,,0,0,0,0,So We Share Even More,1
110030114,2003,みかん採りも楽しんで,3,300006,110030114,3,4,4090,5340,4520,11003_0114_00,11003_0114_01,3,,,0,0,0,0,Enjoy Orange-Picking,1
110040115,2004,太陽と潮風の恵み,2,200006,110040115,3,4,4120,4430,5270,11004_0115_00,11004_0115_01,3,,,0,0,0,0,Sun and Sea Breeze,1
110050123,2005,ワクワクみかん狩り,2,200006,110050123,3,4,4430,4120,5270,11005_0123_00,11005_0123_01,3,,,0,0,0,0,Fun Orange Harvest,1
110090119,2009,サプライズが嬉しくて,1,100001,110090119,3,4,4880,3450,4520,11009_0119_00,11009_0119_01,3,,,0,0,0,0,Joys of a Surprise,1
140530008,5053,標的はあなた,3,300004,140530008,3,4,4530,5330,4050,14053_0008_00,14053_0008_01,3,,,0,0,0,0,You're the Target,1
120100002,3010,心をときめかせて,2,200003,120100002,3,4,4050,3830,6030,12010_0002_00,12010_0002_01,3,,,0,0,0,0,Heart's Delight,1
100030145,1003,可愛くサプライズ,3,300004,100030145,3,4,4740,5320,3850,10003_0145_00,10003_0145_01,3,,,0,0,0,0,An Adorable Surprise,1
100090148,1009,トリックプランニング,1,100004,100090148,3,4,5300,4400,4170,10009_0148_00,10009_0148_01,3,,,0,0,0,0,Planning a Trick,1
130050007,4005,一人一人の明かり,3,300003,130050007,3,4,3690,5980,4030,13005_0007_00,13005_0007_01,3,,,0,0,0,0,Each Girl's Light,1
120030020,3003,誘ってみたくて,1,100007,120030020,3,4,5320,4490,4100,12003_0020_00,12003_0020_01,3,,,0,0,0,0,Wanted to Invite You,1
120100003,3010,賑やかなお祝い,2,200001,120100003,3,4,3180,4790,4890,12010_0003_00,12010_0003_01,3,,,0,0,0,0,Lively Celebration,1
100070144,1007,想いを映像にのせて,3,300005,100070144,2,3,3390,5180,4380,10007_0144_00,10007_0144_01,2,,,0,0,0,0,Emotions on Film,1
100010152,1001,ハートにズキュン,1,100005,100010152,3,4,5270,4120,4430,10001_0152_00,10001_0152_01,3,,,0,0,0,0,Shot to the Heart,1
100060144,1006,命中させるわ,2,200005,100060144,3,4,4100,4490,5320,10006_0144_00,10006_0144_01,3,,,0,0,0,0,Getting a Bull's Eye,1
100080144,1008,オトリになります,2,200005,100080144,3,4,4170,4400,5300,10008_0144_00,10008_0144_01,3,,,0,0,0,0,I'll Be Your Decoy,1
100020144,1002,雪の女王になって,3,300011,100020144,3,4,4050,6030,3830,10002_0144_00,10002_0144_01,3,,,0,0,0,0,Becoming a Snow Queen,1
110010123,2001,未来に向かって,1,100001,110010123,3,4,1,1,1,11001_0123_00,11001_0123_01,3,,,0,0,0,0,Towards the Future,1
110020121,2002,みんなで助け合って,3,300001,110020121,3,4,1,1,1,11002_0121_00,11002_0121_01,3,,,0,0,0,0,Helping Each Other,1
110030115,2003,これからも一緒に,2,200001,110030115,3,4,1,1,1,11003_0115_00,11003_0115_01,3,,,0,0,0,0,Together in Our Future,1
110040116,2004,ひとりじゃないから,3,300001,110040116,3,4,1,1,1,11004_0116_00,11004_0116_01,3,,,0,0,0,0,As I'm Not Alone,1
110050124,2005,成長したいから,2,200001,110050124,3,4,1,1,1,11005_0124_00,11005_0124_01,3,,,0,0,0,0,I Want to Grow,1
110060124,2006,みんなを信じて,3,300001,110060124,3,4,1,1,1,11006_0124_00,11006_0124_01,3,,,0,0,0,0,Believe in Everyone,1
110070119,2007,新しいステップへ,1,100001,110070119,3,4,1,1,1,11007_0119_00,11007_0119_01,3,,,0,0,0,0,To a New Step,1
110080118,2008,一緒なら大丈夫,1,100001,110080118,3,4,1,1,1,11008_0118_00,11008_0118_01,3,,,0,0,0,0,Be Okay Together,1
110090120,2009,あなたと一緒なら,2,200001,110090120,3,4,1,1,1,11009_0120_00,11009_0120_01,3,,,0,0,0,0,If Together With You,1
120100004,3010,三船栞子,1,100001,120100004,1,2,4030,1810,2160,12010_0004_00,12010_0004_01,1,,,0,0,0,0,Shioriko Mifune,1
120100005,3010,三船栞子,2,200001,120100005,1,2,2330,1770,3880,12010_0005_00,12010_0005_01,1,,,0,0,0,0,Shioriko Mifune,1
120100006,3010,三船栞子,2,200001,120100006,1,2,1810,2160,4030,12010_0006_00,12010_0006_01,1,,,0,0,0,0,Shioriko Mifune,1
120100007,3010,三船栞子,1,100001,120100007,1,2,3950,1860,2180,12010_0007_00,12010_0007_01,1,,,0,0,0,0,Shioriko Mifune,1
120100008,3010,三船栞子,3,300001,120100008,1,2,1800,3870,2320,12010_0008_00,12010_0008_01,1,,,0,0,0,0,Shioriko Mifune,1
120100009,3010,決意を胸に,2,200002,120100009,2,3,3120,4290,4960,12010_0009_00,12010_0009_01,2,,,0,0,0,0,With Determination,1
120100010,3010,夏の出で立ち,3,300002,120100010,2,3,3120,4890,4270,12010_0010_00,12010_0010_01,2,,,0,0,0,0,Dressed for Summer,1
110030116,2003,かわいいもの,2,200004,110030116,3,4,4400,4170,5300,11003_0116_00,11003_0116_01,3,,,0,0,0,0,Cute Things,1
110040117,2004,選んでほしくて,1,100004,110040117,3,4,5320,3810,4740,11004_0117_00,11004_0117_01,3,,,0,0,0,0,I Want You to Choose,1
110030117,2003,波と歌って,2,200001,110030117,3,4,3450,4520,4880,11003_0117_00,11003_0117_01,3,,,0,0,0,0,Sing with Waves,1
110040118,2004,もっと自由に,3,300001,110040118,3,4,4210,4880,3750,11004_0118_00,11004_0118_01,3,,,0,0,0,0,Be More Free,1
110080119,2008,ワンダートリップ,1,100001,110080119,3,4,4890,4790,3180,11008_0119_00,11008_0119_01,3,,,0,0,0,0,Wonder Trip,1
110010124,2001,雨の日のお楽しみ,1,100003,110010124,3,4,5980,4030,3690,11001_0124_00,11001_0124_01,3,,,0,0,0,0,Fun on a Rainy Day,1
110020122,2002,雨の歌声,3,300003,110020122,3,4,4040,6080,3830,11002_0122_00,11002_0122_01,3,,,0,0,0,0,Song of the Rain,1
110030118,2003,どんな天気でも,1,100003,110030118,3,4,6000,3650,4170,11003_0118_00,11003_0118_01,3,,,0,0,0,0,No Matter the Weather,1
110040119,2004,雨が上がったら,3,300003,110040119,3,4,3680,5980,4160,11004_0119_00,11004_0119_01,3,,,0,0,0,0,After the Rain,1
110050125,2005,水たまりジャンプ,2,200003,110050125,3,4,4100,3770,6000,11005_0125_00,11005_0125_01,3,,,0,0,0,0,Puddle Jumping,1
110060125,2006,試練にも打ち勝って,1,100003,110060125,3,4,5980,4160,3680,11006_0125_00,11006_0125_01,3,,,0,0,0,0,Overcoming Trials,1
110070120,2007,ゆったりレイニーデイ,2,200003,110070120,3,4,4160,3680,5980,11007_0120_00,11007_0120_01,3,,,0,0,0,0,Relaxing Rainy Day,1
110080120,2008,ご機嫌レイニーデイ,2,200003,110080120,3,4,4160,3680,5980,11008_0120_00,11008_0120_01,3,,,0,0,0,0,Happy on a Rainy Day,1
110090121,2009,虹を見つけて,3,300003,110090121,3,4,3840,6060,4010,11009_0121_00,11009_0121_01,3,,,0,0,0,0,Find the Rainbow,1
120010015,3001,あなたに聞きたいこと,1,100003,120010015,3,4,6000,3770,4100,12001_0015_00,12001_0015_01,3,,,0,0,0,0,What I Want to Ask You,1
120020015,3002,かすみんにお任せ,3,300003,120020015,3,4,3840,6060,4010,12002_0015_00,12002_0015_01,3,,,0,0,0,0,Leave it to Kasumi,1
120030021,3003,何事も楽しんで,1,100003,120030021,3,4,6010,4070,3830,12003_0021_00,12003_0021_01,3,,,0,0,0,0,Gatta Have Fun,1
120040017,3004,なんでも聞いて,1,100003,120040017,3,4,6010,4070,3830,12004_0017_00,12004_0017_01,3,,,0,0,0,0,Ask Me Anything,1
120050016,3005,もっと盛り上げて,3,300003,120050016,3,4,4070,6010,3830,12005_0016_00,12005_0016_01,3,,,0,0,0,0,Make it More Exciting,1
120060020,3006,今日は夜更かし,2,200003,120060020,3,4,4070,3830,6010,12006_0020_00,12006_0020_01,3,,,0,0,0,0,Staying Up Late,1
120070018,3007,誰よりも熱く,2,200003,120070018,3,4,3830,4070,6010,12007_0018_00,12007_0018_01,3,,,0,0,0,0,More Passion Than Any,1
120080020,3008,楽しい驚き,3,300003,120080020,3,4,3830,6010,4070,12008_0020_00,12008_0020_01,3,,,0,0,0,0,Pleasant Surprise,1
120090015,3009,緊張☆ドキドキ,2,200003,120090015,3,4,4040,3830,6080,12009_0015_00,12009_0015_01,3,,,0,0,0,0,Nervous and Excited,1
120100011,3010,準備は万端,3,300003,120100011,3,4,3830,6010,4070,12010_0011_00,12010_0011_01,3,,,0,0,0,0,Ready for Anything,1
110080121,2008,ビッグニュース♪,1,100006,110080121,2,3,5120,4350,3480,11008_0121_00,11008_0121_01,2,,,0,0,0,0,Big News!,1
110010125,2001,サンキューテディベア,3,300006,110010125,3,4,4490,5320,4100,11001_0125_00,11001_0125_01,3,,,0,0,0,0,Thank You Teddy Bears,1
110060126,2006,闇の眷属たち,1,100006,110060126,3,4,5300,4400,4170,11006_0126_00,11006_0126_01,3,,,0,0,0,0,My Dark Underlings,1
110090122,2009,内緒だよ,2,200006,110090122,3,4,4000,4580,5310,11009_0122_00,11009_0122_01,3,,,0,0,0,0,It's a Secret,1
140490008,5049,頑張る理由,2,200004,140490008,3,4,4070,4510,5330,14049_0008_00,14049_0008_01,3,,,0,0,0,0,Why I Do My Best,1
100020145,1002,やりたいことを全部,2,200001,100020145,3,4,3750,4210,4880,10002_0145_00,10002_0145_01,3,,,0,0,0,0,Everything I Wanted,1
120100012,3010,想いがあふれて,1,100007,120100012,3,4,6010,3830,4070,12010_0012_00,12010_0012_01,3,,,0,0,0,0,Full of Emotion,1
100050143,1005,解けない魔法♪,1,100010,100050143,3,4,6030,3830,4050,10005_0143_00,10005_0143_01,3,,,0,0,0,0,Unbreakable Magic,1
100020146,1002,ビッグ・スウィート,3,300004,100020146,3,4,3850,5320,4740,10002_0146_00,10002_0146_01,3,,,0,0,0,0,Big Sweets,1
100060145,1006,アナザー・ベイキング,2,200004,100060145,3,4,4170,4400,5300,10006_0145_00,10006_0145_01,3,,,0,0,0,0,Many Ways to Roast,1
100010153,1001,絶対守護神,2,200005,100010153,3,4,4040,3680,5980,10001_0153_00,10001_0153_01,3,,,0,0,0,0,Impenetrable Guardian,1
100020147,1002,気高き鉄女帝,2,200005,100020147,3,4,3680,4040,5980,10002_0147_00,10002_0147_01,3,,,0,0,0,0,Noble Steel Empress,1
100030146,1003,駆ける女教皇,3,300005,100030146,3,4,3680,5980,4040,10003_0146_00,10003_0146_01,3,,,0,0,0,0,Bolting Priestess,1
100040143,1004,桜色のぬくもり,2,200005,100040143,3,4,3680,4040,5980,10004_0143_00,10004_0143_01,3,,,0,0,0,0,Petal-Pink Warmth,1
100050144,1005,武功の女子力,3,300005,100050144,3,4,4040,5980,3680,10005_0144_00,10005_0144_01,3,,,0,0,0,0,Warrior Woman,1
100060146,1006,誘惑のハレオ,1,100005,100060146,3,4,5980,4040,3680,10006_0146_00,10006_0146_01,3,,,0,0,0,0,Alluring Jaleo,1
100070145,1007,国造りの童,1,100005,100070145,3,4,5980,3680,4040,10007_0145_00,10007_0145_01,3,,,0,0,0,0,The Founder Dwarf,1
100080145,1008,恋の白牛,1,100005,100080145,3,4,5980,3680,4040,10008_0145_00,10008_0145_01,3,,,0,0,0,0,Ivory Heifer of Love,1
100090149,1009,裏切りの貴婦人,3,300005,100090149,3,4,4040,5980,3680,10009_0149_00,10009_0149_01,3,,,0,0,0,0,Traitorous Lady,1
100020148,1002,青い御案内,3,300005,100020148,3,4,4510,5340,4100,10002_0148_00,10002_0148_01,3,,,0,0,0,0,Blue Attendant,1
110010126,2001,高海千歌,1,100001,110010126,2,3,3900,2290,1790,11001_0126_00,11001_0126_01,2,,,0,0,0,0,Chika Takami,1
110020123,2002,桜内梨子,3,300001,110020123,2,3,1860,3950,2180,11002_0123_00,11002_0123_01,2,,,0,0,0,0,Riko Sakurauchi,1
110030119,2003,松浦果南,2,200001,110030119,2,3,1850,2200,3940,11003_0119_00,11003_0119_01,2,,,0,0,0,0,Kanan Matsuura,1
110040120,2004,黒澤ダイヤ,3,300001,110040120,2,3,2140,4040,1820,11004_0120_00,11004_0120_01,2,,,0,0,0,0,Dia Kurosawa,1
110050126,2005,渡辺曜,2,200001,110050126,2,3,1820,2310,3850,11005_0126_00,11005_0126_01,2,,,0,0,0,0,You Watanabe,1
110060127,2006,津島善子,3,300001,110060127,2,3,2320,3910,1750,11006_0127_00,11006_0127_01,2,,,0,0,0,0,Yoshiko Tsushima,1
110070121,2007,国木田花丸,1,100001,110070121,2,3,3860,1790,2340,11007_0121_00,11007_0121_01,2,,,0,0,0,0,Hanamaru Kunikida,1
110080122,2008,小原鞠莉,1,100001,110080122,2,3,3960,2150,1880,11008_0122_00,11008_0122_01,2,,,0,0,0,0,Mari Ohara,1
110090123,2009,黒澤ルビィ,2,200001,110090123,2,3,2180,1800,4020,11009_0123_00,11009_0123_01,2,,,0,0,0,0,Ruby Kurosawa,1
141040001,5104,玲,1,100001,141040001,2,3,1,1,1,14104_0001_00,14104_0001_01,2,,,0,0,0,0,Lei,1
141050001,5105,エリザベス,2,200001,141050001,2,3,1,1,1,14105_0001_00,14105_0001_01,2,,,0,0,0,0,Elizabeth,1
141060001,5106,マリー,1,100001,141060001,2,3,1,1,1,14106_0001_00,14106_0001_01,2,,,0,0,0,0,Marie,1
141070001,5107,マーガレット,3,300001,141070001,2,3,1,1,1,14107_0001_00,14107_0001_01,2,,,0,0,0,0,Margaret,1
141080001,5108,ひかり,2,200001,141080001,2,3,1,1,1,14108_0001_00,14108_0001_01,2,,,0,0,0,0,Hikari,1
141090001,5109,ナギ,3,300001,141090001,2,3,1,1,1,14109_0001_00,14109_0001_01,2,,,0,0,0,0,Nagi,1
141100001,5110,エリザベス,2,200001,141100001,2,3,1,1,1,14110_0001_00,14110_0001_01,2,,,0,0,0,0,Elizabeth,1
141110001,5111,マーガレット,3,300001,141110001,2,3,1,1,1,14111_0001_00,14111_0001_01,2,,,0,0,0,0,Margaret,1
141120001,5112,ジュスティーヌ＆カロリーヌ,1,100001,141120001,2,3,1,1,1,14112_0001_00,14112_0001_01,2,,,0,0,0,0,Justine & Caroline,1
100050145,1005,凛のリードで,3,300001,100050145,3,4,4210,4880,3750,10005_0145_00,10005_0145_01,3,,,0,0,0,0,Rin Takes the Lead,1
100080146,1008,メイク・アピール,2,200005,100080146,2,3,3480,4350,5120,10008_0146_00,10008_0146_01,2,,,0,0,0,0,Showing Off Makeup,1
100030147,1003,パイはいかが？,1,100005,100030147,3,4,5280,4160,4380,10003_0147_00,10003_0147_01,3,,,0,0,0,0,Want Some Pie?,1
100050146,1005,味見は大事にゃ♪,1,100005,100050146,3,4,5330,4510,4070,10005_0146_00,10005_0146_01,3,,,0,0,0,0,Tasting Is Important!,1
100090150,1009,デコってキュートに♪,2,200005,100090150,3,4,4510,4100,5340,10009_0150_00,10009_0150_01,3,,,0,0,0,0,Cute Decorating!,1
120090016,3009,ハッピーな誕生日,1,100003,120090016,3,4,6030,4050,3830,12009_0016_00,12009_0016_01,3,,,0,0,0,0,A Happy Birthday,1
130010008,4001,レッツキュート♪,2,200003,130010008,3,4,3770,4100,6000,13001_0008_00,13001_0008_01,3,,,0,0,0,0,Let's Be Cute!,1
130020008,4002,キュートなひらめき,1,100003,130020008,3,4,5980,3680,4160,13002_0008_00,13002_0008_01,3,,,0,0,0,0,Cute Inspiration,1
130030008,4003,フレッシュジャンプ,3,300002,130030008,2,3,4380,5180,3390,13003_0008_00,13003_0008_01,2,,,0,0,0,0,Fresh Way to Jump,1
130040008,4004,フレッシュランウェイ,3,300002,130040008,2,3,4250,4970,3160,13004_0008_00,13004_0008_01,2,,,0,0,0,0,A Fresh Runway,1
130050008,4005,キュートハンティング,2,200002,130050008,2,3,3090,4320,4960,13005_0008_00,13005_0008_01,2,,,0,0,0,0,Hunting for Cute,1
120090017,3009,リンク・リング,1,100001,120090017,3,4,4880,4210,3750,12009_0017_00,12009_0017_01,3,,,0,0,0,0,Link Ring,1
141160001,5116,アイギス,1,100001,141160001,3,4,3000,3000,3000,14116_0001_00,14116_0001_01,3,,,0,0,0,0,Aegis,1
141140001,5114,桐条美鶴,2,200001,141140001,3,4,3000,3000,3000,14114_0001_00,14114_0001_01,3,,,0,0,0,0,Mitsuru Kirijo,1
141130001,5113,岳羽ゆかり,3,300001,141130001,3,4,3000,3000,3000,14113_0001_00,14113_0001_01,3,,,0,0,0,0,Yukari Takeba,1
141150001,5115,山岸風花,1,100001,141150001,3,4,3000,3000,3000,14115_0001_00,14115_0001_01,3,,,0,0,0,0,Fuuka Yamagishi,1
141170001,5117,汐見琴音,2,200001,141170001,3,4,3000,3000,3000,14117_0001_00,14117_0001_01,3,,,0,0,0,0,Kotone Shiomi,1
141160002,5116,アイギス,3,300001,141160002,3,4,3000,3000,3000,14116_0002_00,14116_0002_01,3,,,0,0,0,0,Aegis,1
141130002,5113,岳羽ゆかり,1,100001,141130002,3,4,3000,3000,3000,14113_0002_00,14113_0002_01,3,,,0,0,0,0,Yukari Takeba,1
141140002,5114,桐条美鶴,2,200001,141140002,3,4,3000,3000,3000,14114_0002_00,14114_0002_01,3,,,0,0,0,0,Mitsuru Kirijo,1
141170002,5117,汐見琴音,3,300001,141170002,3,4,3000,3000,3000,14117_0002_00,14117_0002_01,3,,,0,0,0,0,Kotone Shiomi,1
141150002,5115,山岸風花,1,100001,141150002,3,4,3000,3000,3000,14115_0002_00,14115_0002_01,3,,,0,0,0,0,Fuuka Yamagishi,1
141220001,5122,マリー,2,200001,141220001,3,4,3000,3000,3000,14122_0001_00,14122_0001_01,3,,,0,0,0,0,Marie,1
141210001,5121,白鐘直斗,3,300001,141210001,3,4,3000,3000,3000,14121_0001_00,14121_0001_01,3,,,0,0,0,0,Naoto Shirogane,1
141180001,5118,里中千枝,1,100001,141180001,3,4,3000,3000,3000,14118_0001_00,14118_0001_01,3,,,0,0,0,0,Chie Satonaka,1
141200001,5120,久慈川りせ,2,200001,141200001,3,4,3000,3000,3000,14120_0001_00,14120_0001_01,3,,,0,0,0,0,Rise Kujikawa,1
141190001,5119,天城雪子,3,300001,141190001,3,4,3000,3000,3000,14119_0001_00,14119_0001_01,3,,,0,0,0,0,Yukiko Amagi,1
141210002,5121,白鐘直斗,1,100001,141210002,3,4,3000,3000,3000,14121_0002_00,14121_0002_01,3,,,0,0,0,0,Naoto Shirogane,1
141190002,5119,天城雪子,2,200001,141190002,3,4,3000,3000,3000,14119_0002_00,14119_0002_01,3,,,0,0,0,0,Yukiko Amagi,1
141180002,5118,里中千枝,3,300001,141180002,3,4,3000,3000,3000,14118_0002_00,14118_0002_01,3,,,0,0,0,0,Chie Satonaka,1
141200002,5120,久慈川りせ,1,100001,141200002,3,4,3000,3000,3000,14120_0002_00,14120_0002_01,3,,,0,0,0,0,Rise Kujikawa,1
141220002,5122,マリー,2,200001,141220002,3,4,3000,3000,3000,14122_0002_00,14122_0002_01,3,,,0,0,0,0,Marie,1
141250001,5125,ナビ,3,300001,141250001,3,4,3000,3000,3000,14125_0001_00,14125_0001_01,3,,,0,0,0,0,Oracle,1
141260001,5126,ノワール,1,100001,141260001,3,4,3000,3000,3000,14126_0001_00,14126_0001_01,3,,,0,0,0,0,Noir,1
141240001,5124,クイーン,2,200001,141240001,3,4,3000,3000,3000,14124_0001_00,14124_0001_01,3,,,0,0,0,0,Queen,1
141230001,5123,パンサー,3,300001,141230001,3,4,3000,3000,3000,14123_0001_00,14123_0001_01,3,,,0,0,0,0,Panther,1
141270001,5127,ヴァイオレット,1,100001,141270001,3,4,3000,3000,3000,14127_0001_00,14127_0001_01,3,,,0,0,0,0,Violet,1
141250002,5125,ナビ,2,200001,141250002,3,4,3000,3000,3000,14125_0002_00,14125_0002_01,3,,,0,0,0,0,Oracle,1
141230002,5123,パンサー,3,300001,141230002,3,4,3000,3000,3000,14123_0002_00,14123_0002_01,3,,,0,0,0,0,Panther,1
141270002,5127,ヴァイオレット,1,100001,141270002,3,4,3000,3000,3000,14127_0002_00,14127_0002_01,3,,,0,0,0,0,Violet,1
141260002,5126,ノワール,2,200001,141260002,3,4,3000,3000,3000,14126_0002_00,14126_0002_01,3,,,0,0,0,0,Noir,1
141240002,5124,クイーン,3,300001,141240002,3,4,3000,3000,3000,14124_0002_00,14124_0002_01,3,,,0,0,0,0,Queen,1
141280001,5128,エリザベス,1,100001,141280001,3,4,10000,10000,10000,14128_0001_00,14128_0001_01,3,,,0,0,0,0,Elizabeth,1
141280002,5128,エリザベス,2,200001,141280002,3,4,10000,10000,10000,14128_0002_00,14128_0002_01,3,,,0,0,0,0,Elizabeth,1
141280003,5128,エリザベス,3,300001,141280003,3,4,10000,10000,10000,14128_0003_00,14128_0003_01,3,,,0,0,0,0,Elizabeth,1
110080123,2008,かわいさにはしゃいで,2,200004,110080123,3,4,4560,4030,5320,11008_0123_00,11008_0123_01,3,,,0,0,0,0,Awash in Cuteness,1
110090124,2009,ドキドキごはん,1,100004,110090124,3,4,5320,4030,4560,11009_0124_00,11009_0124_01,3,,,0,0,0,0,Heart-Racing Meal,1
110010127,2001,輝きは心から,2,200006,110010127,3,4,4010,3840,6060,11001_0127_00,11001_0127_01,3,,,0,0,0,0,Shine from the Heart,1
110020124,2002,生まれた夢,1,100006,110020124,3,4,6060,4010,3840,11002_0124_00,11002_0124_01,3,,,0,0,0,0,A Dream Born,1
110030120,2003,もっと先へ,3,300006,110030120,3,4,3680,5980,4040,11003_0120_00,11003_0120_01,3,,,0,0,0,0,More to Come,1
110040121,2004,どれだけ迷っても,2,200006,110040121,3,4,3680,4160,5980,11004_0121_00,11004_0121_01,3,,,0,0,0,0,No Matter How Lost,1
110050127,2005,新世界へ出航,1,100006,110050127,3,4,5980,3680,4040,11005_0127_00,11005_0127_01,3,,,0,0,0,0,Off to a New World,1
110060128,2006,繋がる翼,3,300006,110060128,3,4,3680,5980,4040,11006_0128_00,11006_0128_01,3,,,0,0,0,0,Wings that Connect,1
110070122,2007,飛び立つ先へ,1,100006,110070122,3,4,6060,4010,3840,11007_0122_00,11007_0122_01,3,,,0,0,0,0,Flight Beyond,1
110080124,2008,シャイニーに照らして,3,300006,110080124,3,4,4010,6060,3840,11008_0124_00,11008_0124_01,3,,,0,0,0,0,Shiny Shine,1
110090125,2009,諦めないでずっと,2,200006,110090125,3,4,4010,3840,6060,11009_0125_00,11009_0125_01,3,,,0,0,0,0,Never Give Up,1
110030121,2003,叶えたかったこと,3,300006,110030121,2,3,3480,5120,4350,11003_0121_00,11003_0121_01,2,,,0,0,0,0,My Wish,1
110020125,2002,紅葉メモリー,1,100006,110020125,3,4,5320,4520,4070,11002_0125_00,11002_0125_01,3,,,0,0,0,0,Fall Leaves Memories,1
110040122,2004,紅葉案内人,3,300006,110040122,3,4,4470,5320,4120,11004_0122_00,11004_0122_01,3,,,0,0,0,0,Fall Leaves Guide,1
110070123,2007,紅葉読書,3,300006,110070123,3,4,4490,5320,4100,11007_0123_00,11007_0123_01,3,,,0,0,0,0,Fall Leaves Reading,1
140180008,5018,大好きのお返し♡,1,100004,140180008,3,4,5330,4050,4530,14018_0008_00,14018_0008_01,3,,,0,0,0,0,In Return for Love!,1
120110001,3011,お祝いは大歓迎,3,300003,120110001,3,4,3830,6030,4050,12011_0001_00,12011_0001_01,3,,,0,0,0,0,I Love Celebrations,1
120110002,3011,ミア・テイラー,1,100001,120110002,1,2,3930,2320,1750,12011_0002_00,12011_0002_01,1,,,0,0,0,0,Mia Taylor,1
120110003,3011,ミア・テイラー,3,300001,120110003,1,2,1780,3890,2310,12011_0003_00,12011_0003_01,1,,,0,0,0,0,Mia Taylor,1
120110004,3011,ミア・テイラー,2,200001,120110004,1,2,1790,2340,3860,12011_0004_00,12011_0004_01,1,,,0,0,0,0,Mia Taylor,1
120110005,3011,ミア・テイラー,2,200001,120110005,1,2,1810,2160,4030,12011_0005_00,12011_0005_01,1,,,0,0,0,0,Mia Taylor,1
120110006,3011,ミア・テイラー,3,300001,120110006,1,2,2160,4030,1810,12011_0006_00,12011_0006_01,1,,,0,0,0,0,Mia Taylor,1
120110007,3011,次の景色へ,3,300002,120110007,2,3,3130,4910,4250,12011_0007_00,12011_0007_01,2,,,0,0,0,0,To the Next Horizon,1
100010154,1001,ブリリアントナイト,1,100004,100010154,3,4,5320,4560,4030,10001_0154_00,10001_0154_01,3,,,0,0,0,0,Brilliant Night,1
100080147,1008,キャンディトラップ,3,300004,100080147,3,4,4560,5320,4030,10008_0147_00,10008_0147_01,3,,,0,0,0,0,Candy Trap,1
120040018,3004,クールな微笑み,1,100007,120040018,3,4,5340,4510,4100,12004_0018_00,12004_0018_01,3,,,0,0,0,0,Cool Smile,1
100060147,1006,シンクロ・ハーモニー,2,200005,100060147,2,3,3480,4350,5120,10006_0147_00,10006_0147_01,2,,,0,0,0,0,Synchronized Harmony,1
100020149,1002,優雅な片足滑走,3,300005,100020149,3,4,4470,5320,4120,10002_0149_00,10002_0149_01,3,,,0,0,0,0,Skating on One Leg,1
100040144,1004,転んでも大丈夫,3,300005,100040144,3,4,3890,5260,4800,10004_0144_00,10004_0144_01,3,,,0,0,0,0,It's Okay to Fall,1
100070146,1007,夜のスケートリンク,3,300005,100070146,3,4,4120,5320,4470,10007_0146_00,10007_0146_01,3,,,0,0,0,0,Ice Rink at Night,1
120110008,3011,騒がしいのも悪くない,3,300001,120110008,3,4,3450,4880,4520,12011_0008_00,12011_0008_01,3,,,0,0,0,0,Okay to Be Rowdy,1
130030009,4003,反復練習♪,2,200003,130030009,3,4,4050,3840,6020,13003_0009_00,13003_0009_01,3,,,0,0,0,0,Drill Training,1
130040009,4004,才色兼備♪,3,300003,130040009,3,4,4200,6050,3700,13004_0009_00,13004_0009_01,3,,,0,0,0,0,Both Looks and Smarts,1
130050009,4005,欲張りは罪ですか？,2,200002,130050009,2,3,3460,4360,5130,13005_0009_00,13005_0009_01,2,,,0,0,0,0,Is It Wrong to Yearn?,1
130010009,4001,ミルクはお好みで,2,200002,130010009,2,3,3150,4250,4980,13001_0009_00,13001_0009_01,2,,,0,0,0,0,Milk as You Like It,1
130020009,4002,ハラジュクダッシュ,1,100002,130020009,2,3,4970,3160,4240,13002_0009_00,13002_0009_01,2,,,0,0,0,0,Harajuku Dash,1
120060021,3006,夢のお誕生日,1,100003,120060021,3,4,6030,4050,3830,12006_0021_00,12006_0021_01,3,,,0,0,0,0,Ideal Birthday,1
110010128,2001,雪に焦がれて,3,300004,110010128,3,4,4170,5300,4400,11001_0128_00,11001_0128_01,3,,,0,0,0,0,Longing for Snow,1
110060129,2006,雪との堕天,2,200004,110060129,3,4,3810,4740,5320,11006_0129_00,11006_0129_01,3,,,0,0,0,0,Snow Descends,1
120060022,3006,すやすやシフォン,1,100001,120060022,3,4,4890,3180,4790,12006_0022_00,12006_0022_01,3,,,0,0,0,0,Chiffon Snooze,1
110020126,2002,差しのべられた手,1,100006,110020126,2,3,5180,4380,3390,11002_0126_00,11002_0126_01,2,,,0,0,0,0,Outstretched Hands,1
