_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_masterReleaseLabelId
40050007,母の残した結ヶ丘,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"29,28,28,28,27,27,27,26,26","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",1
40060001,北の大地から,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"23,22,21","36000,36000,36000",,0,0,0,6,"1,1,1",1
40060002,明るく大らか,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
40060003,おうちで休憩,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
40060004,キラキラを目指して,{0}秒ごとに{1}%の確率で<br>体力が{3}回復する,4,"9000,8900,8800,8700,8600","54000,54200,54400,54600,54800",,0,0,0,6,"2,2,2,2,3",1
40060005,頑張るっす！,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"26,25,25,25,24","41000,41000,41000,41000,41000","2500,2500,2500,3000,3000",0,0,0,4,"123,125,127,129,131",1
40060006,ガーリーと合わせて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
40060007,地上２３０メートル,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"27,26,25,24,23,22,21,20,19","33000,33000,33000,33000,33000,33000,33000,33000,33000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
40070001,やってみたい,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"22,21,20","27000,27000,27000",,0,0,0,6,"1,1,1",1
40070002,四季と共に,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Liella!所属のリズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,400,0,4,"111,113,115",1
40070003,おうちでパーティ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
40070004,……応援よろしく,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
40070005,私も夢に向かって,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"22,21,21,21,20","29000,29000,29000,29000,29000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
40070006,クールにおめかし,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"22,21,21,21,20","34000,34000,34000,34000,34000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
40070007,コンプリート目前,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"29,28,28,28,27,27,27,26,26","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",1
40080001,科学部兼務,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"25,24,24","39000,39000,39000","2000,2000,2000",0,0,0,4,"124,126,128",1
40080002,メイと共に,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
40080003,おうちでまったり,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
40080004,冷静沈着ミステリアス,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,"25,24,24,24,23","43000,43000,43000,43000,43000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
40080005,賑やかも悪くない,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19,19,18","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
40080006,一枚でもサマに,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
40080007,放課後の科学室,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"26,25,25,25,24,24,24,23,23","34000,34000,34000,34000,34000,34000,34000,34000,34000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"115,117,119,121,123,125,127,129,131",1
40090001,オニサプリ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
40090002,マニーの匂い,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"23,22,22","30000,30000,30000","4000,4000,4000",0,0,0,5,"1,1,1",1
40090003,心弾むおうち,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
40090004,盛り上げますの！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
40090005,見つけた新たな夢,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
40090006,甘♡辛ピース,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"21,20,19,18,17","26000,26000,26000,26000,26000",,0,0,0,6,"2,2,2,2,3",1
40090007,オニナッツ生配信中！,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"26,25,25,25,24,24,24,23,23","41000,41000,41000,41000,41000,41000,41000,41000,41000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",1
10010015,ミラクルライブ！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,20,19,18,17,16,15,14","30000,30000,30000,30000,30000,30000,30000,30000,30000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"110,115,120,125,130,135,140,145,150",1
20010013,ミラクルライブ☆,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"27,26,25,24,23,22,21,20,19","43000,43000,43000,43000,43000,43000,43000,43000,43000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,116,121,126,131,136,141,146,151",1
30010009,ミラクルライブ♡,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"26,25,24,23,22,21,20,19,18","41000,41000,41000,41000,41000,41000,41000,41000,41000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"123,128,133,138,143,148,153,158,163",1
40010009,ミラクルライブ♪,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"7000,7000,7000,7000,7000,7000,7000,7000,7000","37000,37200,37400,37600,37800,38000,38200,38400,38600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"141,146,151,156,161,166,171,176,181",1
40090009,レクチャーしますの,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"27,26,26,26,25,25,25,24,24","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"116,118,120,122,124,126,128,130,132",223041902
40020009,くるくるアイス,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"16,15,15,15,14,14,14,13,13","27000,27000,27000,27000,27000,27000,27000,27000,27000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"105,107,109,111,113,115,117,119,121",223041902
40030009,元気出して♪,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"8000,7800,7800,7600,7600,7400,7400,7200,7200","38000,38200,38400,38600,38800,39000,39200,39400,39600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"136,138,140,142,144,146,148,150,152",223041904
10010016,スポーツドリンク,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"28,27,27,27,26,26,26,25,25","45000,45000,45000,45000,45000,45000,45000,45000,45000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"110,112,114,116,118,120,122,124,126",223043003
10020015,新作！動物モナカ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18,18,18,17,17","28000,28000,28000,28000,28000,28000,28000,28000,28000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"106,108,110,112,114,116,118,120,122",223043003
10090015,µ'sと私,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"29,28,28,28,27,27,27,26,26","38000,38000,38000,38000,38000,38000,38000,38000,38000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",223043005
20010014,メガネ試着中,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"5000,4800,4800,4600,4600,4400,4400,4200,4200","34000,34200,34400,34600,34800,35000,35200,35400,35600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"95,97,99,101,103,105,107,109,111",223051503
20020013,ひとくちどうぞ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"29,28,28,28,27,27,27,26,26","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",223051503
20070013,商店街グルメ食べ歩き,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"119,121,123,125,127,129,131,133,135",223051505
40010010,幸せのアップルパイ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"27,26,26,26,25,25,25,24,24","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"116,118,120,122,124,126,128,130,132",223050104
30050009,サプライズＢＢＱ,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"27,26,25,24,23,22,21,20,19","33000,33000,33000,33000,33000,33000,33000,33000,33000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",223053002
30060009,下見後のすやぴ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",223053103
30080009,空に響く癒しの声,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"17,16,15,14,13,12,11,10,9","29000,29000,29000,29000,29000,29000,29000,29000,29000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",223053103
30090009,難易度高めのライブ,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"9000,8800,8800,8600,8600,8400,8400,8200,8200","39000,39200,39400,39600,39800,40000,40200,40400,40600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"149,151,153,155,157,159,161,163,165",223053105
20030013,この海が大好き,{0}秒ごとに{1}%の確率で<br>体力が{3}回復する,4,"7000,6900,6800,6700,6600,6500,6400,6300,6200","42000,42200,42400,42600,42800,43000,43200,43400,43600",,0,0,0,6,"3,3,3,3,4,4,4,4,5",223061503
20040013,シェルフロート,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19,19,19,18,18","29000,29000,29000,29000,29000,29000,29000,29000,29000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"108,110,112,114,116,118,120,122,124",223061503
20090013,割れないスイカ,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"27,26,26,26,25,25,25,24,24","43000,43000,43000,43000,43000,43000,43000,43000,43000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"121,123,125,127,129,131,133,135,137",223061505
10070015,レイニーバースデイ,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"5000,4800,4800,4600,4600,4400,4400,4200,4200","34000,34200,34400,34600,34800,35000,35200,35400,35600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"95,97,99,101,103,105,107,109,111",223060902
20080013,雫滴る紫陽花,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19,19,18,18,18,17,17","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",223061302
40080009,クワガタケーキ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16,16,15,15,15,14,14","28000,28000,28000,28000,28000,28000,28000,28000,28000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"107,109,111,113,115,117,119,121,123",223061702
30040009,朝からサプライズ！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18,18,18,17,17","28000,28000,28000,28000,28000,28000,28000,28000,28000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"106,108,110,112,114,116,118,120,122",223062902
10070016,梅田の街で,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19,19,18,18,18,17,17","29000,29000,29000,29000,29000,29000,29000,29000,29000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,113,115,117,119,121,123,125,127",223070703
40040009,まるでハリウッドスター,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21,21,21,20,20","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,113,115,117,119,121,123,125,127",223063003
40050009,夏空ビーチバレー,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"124,126,128,130,132,134,136,138,140",223063003
40060010,高波に驚いて,{0}秒ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,4,"7000,6800,6800,6600,6600,6400,6400,6200,6200","42000,42300,42600,42900,43200,43500,43800,44100,44400","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",223063005
30010010,休憩はプールサイドで,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"15,14,14,14,13,13,13,12,12","26000,26000,26000,26000,26000,26000,26000,26000,26000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"102,104,106,108,110,112,114,116,118",223071504
30100009,スライダープール,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"28,27,27,27,26,26,26,25,25","45000,45000,45000,45000,45000,45000,45000,45000,45000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"120,122,124,126,128,130,132,134,136",223071504
30020009,海の中で虎視眈々,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"7000,6800,6800,6600,6600,6400,6400,6200,6200","37000,37200,37400,37600,37800,38000,38200,38400,38600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"122,124,126,128,130,132,134,136,138",223071506
20060014,感謝を込めて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22,22,22,21,21","32000,32000,32000,32000,32000,32000,32000,32000,32000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",223071302
40020010,サニパサプライズ,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"18,17,17,17,16,16,16,15,15","29000,29000,29000,29000,29000,29000,29000,29000,29000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"120,122,124,126,128,130,132,134,136",223071703
10090016,駅前に響く連弾,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"6000,5800,5800,5600,5600,5400,5400,5200,5200","36000,36200,36400,36600,36800,37000,37200,37400,37600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"108,110,112,114,116,118,120,122,124",223072202
10030016,夏の終わりに近づいて,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"124,126,128,130,132,134,136,138,140",223073103
10050015,ノリノリサーフィン,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21,21,21,20,20","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,113,115,117,119,121,123,125,127",223073103
10040016,ビーチフラッグ,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"8000,7800,7800,7600,7600,7400,7400,7200,7200","38000,38200,38400,38600,38800,39000,39200,39400,39600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"136,138,140,142,144,146,148,150,152",223073105
40070010,金魚すくい,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"124,126,128,130,132,134,136,138,140",223081503
40080010,メイのための百発百中,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"5000,4800,4800,4600,4600,4400,4400,4200,4200","34000,34200,34400,34600,34800,35000,35200,35400,35600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"95,97,99,101,103,105,107,109,111",223081503
40010011,夜空に大輪の花,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"21,20,20,20,19,19,19,18,18","32000,32000,32000,32000,32000,32000,32000,32000,32000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"115,117,119,121,123,125,127,129,131",223081505
20010015,バスに揺られて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"28,27,27,27,26,26,26,25,25","37000,37000,37000,37000,37000,37000,37000,37000,37000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",223080103
10010017,幼馴染からの手紙,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"17,16,16,16,15,15,15,14,14","28000,28000,28000,28000,28000,28000,28000,28000,28000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"117,119,121,123,125,127,129,131,133",223080304
40090010,長いお鼻に掴まって,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"5000,4800,4800,4600,4600,4400,4400,4200,4200","34000,34200,34400,34600,34800,35000,35200,35400,35600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"95,97,99,101,103,105,107,109,111",223080702
30070009,アニカラパーティー,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",223080802
20060015,闇の力が集う場所,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"7000,6800,6800,6600,6600,6400,6400,6200,6200","37000,37200,37400,37600,37800,38000,38200,38400,38600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"122,124,126,128,130,132,134,136,138",223083103
20080014,遠い月を覗いて,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"20,19,19,19,18,18,18,17,17","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"124,126,128,130,132,134,136,138,140",223083103
20050014,ススキのさざなみ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"23,22,22,22,21,21,21,20,20","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"115,117,119,121,123,125,127,129,131",223083105
10060015,納涼の夕べ,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"124,126,128,130,132,134,136,138,140",223091503
10070017,神田を往く納涼船,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21,21,21,20,20","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,113,115,117,119,121,123,125,127",223091503
10080016,何皿食べちゃう？,{0}秒ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,4,"8000,7800,7800,7600,7600,7400,7400,7200,7200","48000,48300,48600,48900,49200,49500,49800,50100,50400","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",223091505
10030017,二人でコスプリ♡,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22,22,22,21,21","32000,32000,32000,32000,32000,32000,32000,32000,32000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",223091202
20020014,飛び交うカモメ,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"8000,7800,7800,7600,7600,7400,7400,7200,7200","38000,38200,38400,38600,38800,39000,39200,39400,39600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"136,138,140,142,144,146,148,150,152",223091902
20090014,秋の新作スイーツ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"18,17,17,17,16,16,16,15,15","29000,29000,29000,29000,29000,29000,29000,29000,29000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",223092102
40040010,メロンにめろめろ♡,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"19,18,18,18,17,17,17,16,16","30000,30000,30000,30000,30000,30000,30000,30000,30000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"122,124,126,128,130,132,134,136,138",223092802
30120010,ハロウィンアフタヌーン,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"25,24,24,24,23,23,23,22,22","33000,33000,33000,33000,33000,33000,33000,33000,33000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",223093003
30110010,サプライズハロウィン,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"7000,6800,6800,6600,6600,6400,6400,6200,6200","37000,37200,37400,37600,37800,38000,38200,38400,38600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"122,124,126,128,130,132,134,136,138",223093003
30030010,ヒミツの計画,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"23,22,22,22,21,21,21,20,20","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"126,128,130,132,134,136,138,140,142",223093005
20070015,フラワーパーク,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"31,30,30,30,29,29,29,28,28","25000,25000,25000,25000,25000,25000,25000,25000,25000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"207,209,211,213,215,217,219,221,223",223101507
20040015,サカサマ世界,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"33,32,32,32,31,31,31,30,30","41000,41000,41000,41000,41000,41000,41000,41000,41000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"159,161,163,165,167,169,171,173,175",223101507
20030015,お化け屋敷,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"11000,10800,10800,10600,10600,10400,10400,10200,10200","36000,36000,36000,36000,36000,36000,36000,36000,36000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"254,256,258,260,262,264,266,268,270",223101509
